Injection Temp (Celsius),Growth Temp (Celsius),Metal_source,Metal_amount (g),Metal_mmol (mmol),Metal_concentration (mmol/g),Chalcogen_source,Chalcogen_amount (g),Chalcogen_mmol (mmol),Chalcogen_concentration (mmol/g),Metal/Se_ratio,Carboxylic_Acid,CA_amount (g),CA_mmol (mmol),Cd/CA_ratio,Amines,Amines_amount (g),Amines_mmol (mmol),Phosphines,Phosphines_amount (g),Phosphines_mmol (mmol),Chalcogen/Ph_ratio,Solvent I,S_I_amount (g),Solvent II,S_II_amount (g),Total_amount (g),Time_min (min),Diameter_nm,Absorbance max (nm),PL max (nm),Diameter from,Citation
70,110,cadmium acetate,0.13,0.56,0.03,Se powder,0.01,0.18,0.01,3.04,oleic acid,0.9,3.17,0.18,None,0,0,tributylphosphine,0.16,0.44,0.41,phenyl ether,14.98,None,0,16.18,24,2.0144,460,495,absorbance spectra,Colloids and Surfaces A: Physicochem. Eng. Aspects 2006 272 111 - 116
70,110,cadmium acetate,0.13,0.56,0.03,Se powder,0.01,0.18,0.01,3.04,oleic acid,0.9,3.17,0.18,None,0,0,tributylphosphine,0.16,0.44,0.41,phenyl ether,14.98,None,0,16.18,36,2.0673,465,497,absorbance spectra,Colloids and Surfaces A: Physicochem. Eng. Aspects 2006 272 111 - 116
70,110,cadmium acetate,0.13,0.56,0.03,Se powder,0.01,0.18,0.01,3.04,oleic acid,0.9,3.17,0.18,None,0,0,tributylphosphine,0.16,0.44,0.41,phenyl ether,14.98,None,0,16.18,50,2.0995,470,500,absorbance spectra,Colloids and Surfaces A: Physicochem. Eng. Aspects 2006 272 111 - 116
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,trioctylphosphine,1.16,3.13,0.15,octadecene,17.2,phosphinic acid,0.6,20.55,0.17,2.4731,491,504,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,trioctylphosphine,1.16,3.13,0.15,octadecene,17.2,phosphinic acid,0.6,20.55,0.5,2.9895,537,547,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,trioctylphosphine,1.16,3.13,0.15,octadecene,17.2,phosphinic acid,0.6,20.55,1,3.3729,553,563,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,trioctylphosphine,1.16,3.13,0.15,octadecene,17.2,phosphinic acid,0.6,20.55,3,3.6857,565,575,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,trioctylphosphine,1.16,3.13,0.15,octadecene,17.2,phosphinic acid,0.6,20.55,5,3.8215,568,578,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,trioctylphosphine,1.16,3.13,0.15,octadecene,17.2,phosphinic acid,0.6,20.55,10,3.8785,570,583,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,trioctylphosphine,1.16,3.13,0.15,octadecene,17.2,phosphinic acid,0.6,20.55,20,4.0901,575,586,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,None,0,0,0,octadecene,18.3,phosphinic acid,0.6,20.49,0.17,2.34,472,498,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,None,0,0,0,octadecene,18.3,phosphinic acid,0.6,20.49,0.5,2.7943,519,537,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,None,0,0,0,octadecene,18.3,phosphinic acid,0.6,20.49,1,2.9968,532,547,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,None,0,0,0,octadecene,18.3,phosphinic acid,0.6,20.49,5,3.161,542,555,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,None,0,0,0,octadecene,18.3,phosphinic acid,0.6,20.49,20,3.125,550,566,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,trioctylphosphine,0.0075,0.02,23.5,octadecene,18.29,phosphinic acid,0.6,20.49,20,3.25,560,None,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,trioctylphosphine,0.015,0.04,11.75,octadecene,18.285,phosphinic acid,0.6,20.49,20,3.625,573,None,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,trioctylphosphine,0.02,0.055,8.545454545,octadecene,18.28,phosphinic acid,0.6,20.49,20,3.8,580,None,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,trioctylphosphine,0.045,0.12,3.916666667,octadecene,18.03,phosphinic acid,0.6,20.49,20,5.25,611,None,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,None,0,0,0,octadecene,27.9,None,0,29.49,0.17,2.5094,501,511,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,None,0,0,0,octadecene,27.9,None,0,29.49,0.5,2.9639,532,542,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,None,0,0,0,octadecene,27.9,None,0,29.49,1,3.2593,542,558,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,None,0,0,0,octadecene,27.9,None,0,29.49,3,3.6297,555,573,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,None,0,0,0,octadecene,27.9,None,0,29.49,5,3.7911,558,578,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,None,0,0,0,octadecene,27.9,None,0,29.49,10,3.9063,560,581,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
300,230,cadmium oxide,0.06,0.47,0.02,Se powder,0.04,0.47,0.02,1,oleic acid,1.49,5.27,0.09,None,0,0,None,0,0,0,octadecene,27.9,None,0,29.49,20,4.0278,563,584,absorbance spectra,J. Phys. Chem. B 2005 109 44 20665 - 20668
330,330,cadmium oxide,0.128,1,0.06,Se powder,0.1579,2,0.12,0.5,dodecylphosphonic acid,0.5,2,0.12,hexadecylamine,4,16.56589083,tributylphosphine,6.1,30.15,0.0663,trioctylphosphine oxide,6,None,0,16.89,0.13,1.7,409,440,TEM,J. Am. Chem. Soc. 2012 134 19 8006 - 8009
230,230,cadmium oxide,0.51,3.97,0.04,Se powder,0.1579,2,0.02,1.99,oleic acid,7,24.78,0.26,None,0,0,trioctylphosphine,0.72,1.94,1.0309,octadecene,88.7,None,0,97.09,0.66,2.3,497,None,TEM,Chem. Mater. 2016 28 3 962 - 968
230,230,cadmium oxide,0.51,3.97,0.04,Se powder,0.1579,2,0.02,1.99,oleic acid,7,24.78,0.26,None,0,0,trioctylphosphine,0.72,1.94,1.0309,octadecene,88.7,None,0,97.09,20,2.7,528,None,TEM,Chem. Mater. 2016 28 3 962 - 968
230,230,cadmium oxide,0.51,3.97,0.04,Se powder,0.1579,2,0.02,1.99,oleic acid,7,24.78,0.26,None,0,0,trioctylphosphine,0.72,1.94,1.0309,octadecene,88.7,None,0,97.09,30,2.9,543,None,TEM,Chem. Mater. 2016 28 3 962 - 968
230,230,cadmium oxide,0.51,3.97,0.04,Se powder,0.1579,2,0.02,1.99,oleic acid,7,24.78,0.26,None,0,0,trioctylphosphine,0.72,1.94,1.0309,octadecene,88.7,None,0,97.09,40,3.5,568,None,TEM,Chem. Mater. 2016 28 3 962 - 968
230,230,cadmium oxide,0.51,3.97,0.04,Se powder,0.1579,2,0.02,1.99,oleic acid,7,24.78,0.26,None,0,0,trioctylphosphine,0.72,1.94,1.0309,octadecene,88.7,None,0,97.09,50,4.5,608,None,TEM,Chem. Mater. 2016 28 3 962 - 968
290,290,cadmium oxide,0.013,0.1,0.01,Se powder,0.008,0.1013,0.01,1,oleic acid,1.31,4.64,0.38,None,0,0,trioctylphosphine,1,2.7,0.0375,octadecene,9.91,None,0,12.24,0.083,2.28,508,523,TEM,J. Phys. Chem. C 2008 112 46 17849 - 17854
290,290,cadmium oxide,0.013,0.1,0.01,Se powder,0.008,0.1013,0.01,1,oleic acid,1.31,4.64,0.38,None,0,0,trioctylphosphine,1,2.7,0.0375,octadecene,9.91,None,0,12.24,0.166,2.72,None,563,TEM,J. Phys. Chem. C 2008 112 46 17849 - 17854
290,290,cadmium oxide,0.013,0.1,0.01,Se powder,0.008,0.1013,0.01,1,oleic acid,1.31,4.64,0.38,None,0,0,trioctylphosphine,1,2.7,0.0375,octadecene,9.91,None,0,12.24,0.25,2.85,None,577,TEM,J. Phys. Chem. C 2008 112 46 17849 - 17854
290,290,cadmium oxide,0.013,0.1,0.01,Se powder,0.008,0.1013,0.01,1,oleic acid,1.31,4.64,0.38,None,0,0,trioctylphosphine,1,2.7,0.0375,octadecene,9.91,None,0,12.24,1,3.28,585,604,TEM,J. Phys. Chem. C 2008 112 46 17849 - 17854
290,290,cadmium oxide,0.013,0.1,0.01,Se powder,0.008,0.1013,0.01,1,oleic acid,1.31,4.64,0.38,None,0,0,trioctylphosphine,1,2.7,0.0375,octadecene,9.91,None,0,12.24,3,3.33,None,610,TEM,J. Phys. Chem. C 2008 112 46 17849 - 17854
290,290,cadmium oxide,0.013,0.1,0.01,Se powder,0.008,0.1013,0.01,1,oleic acid,1.31,4.64,0.38,None,0,0,trioctylphosphine,1,2.7,0.0375,octadecene,9.91,None,0,12.24,8,3.62,None,625,TEM,J. Phys. Chem. C 2008 112 46 17849 - 17854
230,230,cadmium oxide,0.51,3.97,0.0367,Se powder,0.1,1.3,0.012,3.0538,oleic acid,5.54,19.6,0.2026,None,0,0,trioctylphosphine,0.5,1.35,0.963,octadecene,101.4,None,0,108.05,1.5,2.5,524,544,TEM,Appl. Phys. Lett. 2009 94 153115
250,250,cadmium oxide,0.51,3.97,0.0367,Se powder,0.1,1.3,0.012,3.0538,oleic acid,5.54,19.6,0.2026,None,0,0,trioctylphosphine,0.5,1.35,0.963,octadecene,101.4,None,0,108.05,1.5,3,555,577,TEM,Appl. Phys. Lett. 2009 94 153115
270,270,cadmium oxide,0.51,3.97,0.0367,Se powder,0.1,1.3,0.012,3.0538,oleic acid,5.54,19.6,0.2026,None,0,0,trioctylphosphine,0.5,1.35,0.963,octadecene,101.4,None,0,108.05,1.5,4,592,610,TEM,Appl. Phys. Lett. 2009 94 153115
290,290,cadmium oxide,0.51,3.97,0.0367,Se powder,0.1,1.3,0.012,3.0538,oleic acid,5.54,19.6,0.2026,None,0,0,trioctylphosphine,0.5,1.35,0.963,octadecene,101.4,None,0,108.05,1.5,4.5,603,625,TEM,Appl. Phys. Lett. 2009 94 153115
320,290,cadmium oxide,0.013,0.1,0.0167,Se powder,0.079,1,0.1665,0.1,stearic acid,0.114,0.4,0.25,dioctylamine/hexadecylamine,3.621,19.07395702,tributylphosphine,0.238,1.18,0.8475,trioctylphosphine oxide,1.94,None,0,6.0047,0.083,2.28,495,509,TEM,J. Am. Chem. Soc. 2002 124 9 2049 - 2055
320,290,cadmium oxide,0.013,0.1,0.0167,Se powder,0.079,1,0.1665,0.1,stearic acid,0.114,0.4,0.25,dioctylamine/hexadecylamine,3.621,19.07395702,tributylphosphine,0.238,1.18,0.8475,trioctylphosphine oxide,1.94,None,0,6.0047,0.383,3.02,551,563,TEM,J. Am. Chem. Soc. 2002 124 9 2049 - 2055
320,290,cadmium oxide,0.013,0.1,0.0167,Se powder,0.079,1,0.1665,0.1,stearic acid,0.114,0.4,0.25,dioctylamine/hexadecylamine,3.621,19.07395702,tributylphosphine,0.238,1.18,0.8475,trioctylphosphine oxide,1.94,None,0,6.0047,0.75,3.66,579,591,TEM,J. Am. Chem. Soc. 2002 124 9 2049 - 2055
320,290,cadmium oxide,0.013,0.1,0.0167,Se powder,0.079,1,0.1665,0.1,stearic acid,0.114,0.4,0.25,dioctylamine/hexadecylamine,3.621,19.07395702,tributylphosphine,0.238,1.18,0.8475,trioctylphosphine oxide,1.94,None,0,6.0047,2.5,4.86,607,617,TEM,J. Am. Chem. Soc. 2002 124 9 2049 - 2055
320,290,cadmium oxide,0.013,0.1,0.0167,Se powder,0.079,1,0.1665,0.1,stearic acid,0.114,0.4,0.25,dioctylamine/hexadecylamine,3.621,19.07395702,tributylphosphine,0.238,1.18,0.8475,trioctylphosphine oxide,1.94,None,0,6.0047,6.167,5.11,611,623,TEM,J. Am. Chem. Soc. 2002 124 9 2049 - 2055
320,290,cadmium oxide,0.013,0.1,0.0167,Se powder,0.079,1,0.1665,0.1,stearic acid,0.114,0.4,0.25,dioctylamine/hexadecylamine,3.621,19.07395702,tributylphosphine,0.238,1.18,0.8475,trioctylphosphine oxide,1.94,None,0,6.0047,10.167,5.16,615,627,TEM,J. Am. Chem. Soc. 2002 124 9 2049 - 2055
300,300,cadmium oxide,0.032,0.25,0.0309,Se powder,0.0198,0.25,0.0309,1,stearic acid,0.2489,0.875,0.2857,hexadecylamine,3.622,15,trioctylphosphine,0.3,0.81,0.3086,trioctylphosphine oxide,3.866,None,0,8.0888,30,9.08,None,644,TEM,J. Nanosci. Nanotechnol. 2010 10 9 6041 - 6045
300,280,cadmium oxide,0.064,0.5,0.0239,Se powder,0.1185,1.5,0.0717,0.3333,stearic acid,0.569,2,0.25,hexadecylamine,9.6584,40,trioctylphosphine,0.85,2.3,0.6522,trioctylphosphine oxide,9.665,None,0,20.9251,1,1.76,571,581,TEM,J. Phys. Chem. C 2009 113 1 31 - 36
300,280,cadmium oxide,0.064,0.5,0.0239,Se powder,0.1185,1.5,0.0717,0.3333,stearic acid,0.569,2,0.25,hexadecylamine,9.6584,40,trioctylphosphine,0.85,2.3,0.6522,trioctylphosphine oxide,9.665,None,0,20.9251,10,1.99,582,592,TEM,J. Phys. Chem. C 2009 113 1 31 - 36
