Injection Temp (Celsius),Growth Temp (Celsius),Metal_source,Metal_amount (g),Metal_mmol (mmol),Metal_concentration (mmol/g),Chalcogen_source,Chalcogen_amount (g),Chalcogen_mmol (mmol),Chalcogen_concentration (mmol/g),Metal/Se_ratio,Carboxylic_Acid,CA_amount (g),CA_mmol (mmol),Cd/CA_ratio,Amines,Amines_amount (g),Amines_mmol (mmol),Phosphines,Phosphines_amount (g),Phosphines_mmol (mmol),Chalcogen/Ph_ratio,Solvent I,S_I_amount (g),Solvent II,S_II_amount (g),Total_amount (g),Time_min (min),Diameter_nm,Absorbance max (nm),PL max (nm),Diameter from,Citation
300,300,cadmium stearate,0.13,0.2,0.02,Se powder,0.06,0.8,0.07,0.25,None,0,0,0,octadecylamine,0.2,0.7,trioctylphosphine,1.25,3.38,0.24,octadecene,10,None,0,11.65,5,3.41,566,575,TEM,J. Phys. Chem. C 2012 116 47 25065 - 25073
225,225,cadmium oxide,0.01,0.1,0.01,Se powder,0.03,0.38,0.04,0.27,oleic acid,0.54,1.9,0.05,None,0,0,trioctylphosphine,0.33,0.9,0.42,octadecene,7.89,None,0,8.8,0.5,2.5,474,617,TEM,Colloids and Surfaces A: Physicochemical and Engineering Aspects 2016 494 162 - 169
250,250,cadmium stearate,0.0678,0.1,0.035257823,Se powder,0.00395,0.05,0.017628911,2,None,0,0,0,None,0,0,None,0,0,0,octadecene,2.7645,None,0,2.83625,0.5,1.99,None,497,TEM,J. Phys. Chem. Lett. 2017 8 15 3576-3580
250,250,cadmium stearate,0.0678,0.1,0.034915592,Se powder,0.00395,0.05,0.017457796,2,None,0,0,0,None,0,0,trioctylphosphine,0.0278,0.075,0.666666667,octadecene,2.7645,None,0,2.86405,0.5,2.13,None,510,TEM,J. Phys. Chem. Lett. 2017 8 15 3576-3580
250,250,cadmium stearate,0.0678,0.1,0.034915592,Se powder,0.00395,0.05,0.017457796,2,None,0,0,0,None,0,0,trioctylphosphine,0.0278,0.075,0.666666667,octadecene,2.7645,None,0,2.86405,1,2.27,None,517,TEM,J. Phys. Chem. Lett. 2017 8 15 3576-3580
250,250,cadmium stearate,0.0678,0.1,0.034915592,Se powder,0.00395,0.05,0.017457796,2,None,0,0,0,None,0,0,trioctylphosphine,0.0278,0.075,0.666666667,octadecene,2.7645,None,0,2.86405,2,2.53,None,522,TEM,J. Phys. Chem. Lett. 2017 8 15 3576-3580
250,250,cadmium stearate,0.0678,0.1,0.034915592,Se powder,0.00395,0.05,0.017457796,2,None,0,0,0,None,0,0,trioctylphosphine,0.0278,0.075,0.666666667,octadecene,2.7645,None,0,2.86405,5,2.71,None,532,TEM,J. Phys. Chem. Lett. 2017 8 15 3576-3580
250,250,cadmium stearate,0.0678,0.1,0.034915592,Se powder,0.00395,0.05,0.017457796,2,None,0,0,0,None,0,0,trioctylphosphine,0.0278,0.075,0.666666667,octadecene,2.7645,None,0,2.86405,15,2.91,None,547,TEM,J. Phys. Chem. Lett. 2017 8 15 3576-3580
250,250,cadmium stearate,0.0678,0.1,0.034915592,Se powder,0.00395,0.05,0.017457796,2,None,0,0,0,None,0,0,trioctylphosphine,0.0278,0.075,0.666666667,octadecene,2.7645,None,0,2.86405,30,3.02,None,550,TEM,J. Phys. Chem. Lett. 2017 8 15 3576-3580
250,250,cadmium stearate,0.0678,0.1,0.034915592,Se powder,0.00395,0.05,0.017457796,2,None,0,0,0,None,0,0,trioctylphosphine,0.0278,0.075,0.666666667,octadecene,2.7645,None,0,2.86405,45,3.02,None,549,TEM,J. Phys. Chem. Lett. 2017 8 15 3576-3580
250,250,cadmium stearate,0.0678,0.1,0.034915592,Se powder,0.00395,0.05,0.017457796,2,None,0,0,0,None,0,0,trioctylphosphine,0.0278,0.075,0.666666667,octadecene,2.7645,None,0,2.86405,60,3.02,None,548,TEM,J. Phys. Chem. Lett. 2017 8 15 3576-3580
250,250,cadmium stearate,0.0678,0.1,0.013729757,Se powder,0.00395,0.05,0.006864879,2,None,0,0,0,None,0,0,trioctylphosphine,4.4472,0.6,0.083333333,octadecene,2.7645,None,0,7.28345,0.5,2.98,None,549,TEM,J. Phys. Chem. Lett. 2017 8 15 3576-3580
250,250,cadmium stearate,0.0678,0.1,0.013729757,Se powder,0.00395,0.05,0.006864879,2,None,0,0,0,None,0,0,trioctylphosphine,4.4472,0.6,0.083333333,octadecene,2.7645,None,0,7.28345,1,3.21,None,560,TEM,J. Phys. Chem. Lett. 2017 8 15 3576-3580
250,250,cadmium stearate,0.0678,0.1,0.013729757,Se powder,0.00395,0.05,0.006864879,2,None,0,0,0,None,0,0,trioctylphosphine,4.4472,0.6,0.083333333,octadecene,2.7645,None,0,7.28345,2,3.43,None,582,TEM,J. Phys. Chem. Lett. 2017 8 15 3576-3580
250,250,cadmium stearate,0.0678,0.1,0.013729757,Se powder,0.00395,0.05,0.006864879,2,None,0,0,0,None,0,0,trioctylphosphine,4.4472,0.6,0.083333333,octadecene,2.7645,None,0,7.28345,5,4.07,None,593,TEM,J. Phys. Chem. Lett. 2017 8 15 3576-3580
250,250,cadmium stearate,0.0678,0.1,0.013729757,Se powder,0.00395,0.05,0.006864879,2,None,0,0,0,None,0,0,trioctylphosphine,4.4472,0.6,0.083333333,octadecene,2.7645,None,0,7.28345,15,4.95,None,602,TEM,J. Phys. Chem. Lett. 2017 8 15 3576-3580
250,250,cadmium stearate,0.0678,0.1,0.013729757,Se powder,0.00395,0.05,0.006864879,2,None,0,0,0,None,0,0,trioctylphosphine,4.4472,0.6,0.083333333,octadecene,2.7645,None,0,7.28345,30,5.41,None,603,TEM,J. Phys. Chem. Lett. 2017 8 15 3576-3580
250,250,cadmium stearate,0.0678,0.1,0.013729757,Se powder,0.00395,0.05,0.006864879,2,None,0,0,0,None,0,0,trioctylphosphine,4.4472,0.6,0.083333333,octadecene,2.7645,None,0,7.28345,45,5.49,None,603,TEM,J. Phys. Chem. Lett. 2017 8 15 3576-3580
250,250,cadmium stearate,0.0678,0.1,0.013729757,Se powder,0.00395,0.05,0.006864879,2,None,0,0,0,None,0,0,trioctylphosphine,4.4472,0.6,0.083333333,octadecene,2.7645,None,0,7.28345,60,5.55,None,604,TEM,J. Phys. Chem. Lett. 2017 8 15 3576-3580
255,255,cadmium oxide,0.05,0.39,0.16,Se powder,0.01,0.13,0.05,3.1,stearic acid,1.6,5.66,0.07,None,0,0,tributylphosphine,0.82,2.21,0.06,None,0,None,0,2.48,0.17,2.6,526,556,TEM,Colloids and Surfaces A: Physicochemical and Engineering Aspects 2014 461 (1).158-166
255,255,cadmium oxide,0.05,0.39,0.16,Se powder,0.01,0.13,0.05,3.1,stearic acid,1.6,5.66,0.07,None,0,0,tributylphosphine,0.82,2.21,0.06,None,0,None,0,2.48,0.34,3.2,559,580,TEM,Colloids and Surfaces A: Physicochemical and Engineering Aspects 2014 461 (1).158-166
255,255,cadmium oxide,0.05,0.39,0.16,Se powder,0.01,0.13,0.05,3.1,stearic acid,1.6,5.66,0.07,None,0,0,tributylphosphine,0.82,2.21,0.06,None,0,None,0,2.48,0.68,3.6,574,598,TEM,Colloids and Surfaces A: Physicochemical and Engineering Aspects 2014 461 (1).158-166
255,255,cadmium oxide,0.05,0.39,0.16,Se powder,0.01,0.13,0.05,3.1,stearic acid,1.6,5.66,0.07,None,0,0,tributylphosphine,0.82,2.21,0.06,None,0,None,0,2.48,1,3.9,582,601,TEM,Colloids and Surfaces A: Physicochemical and Engineering Aspects 2014 461 (1).158-166
260,260,cadmium oxide,0.33,2.57,0.13,Se powder,0.23,2.85,0.15,0.9,oleic acid,16.11,57.03,0.04,None,0,0,trioctylphosphine,2.49,6.74,0.42,None,0,None,0,19.16,0.45,3.23,556,562,TEM,Chemical Engineering Journal 2017 320 232-243
260,260,cadmium oxide,0.33,2.57,0.13,Se powder,0.23,2.85,0.15,0.9,oleic acid,16.11,57.03,0.04,None,0,0,trioctylphosphine,2.49,6.74,0.42,None,0,None,0,19.16,0.82,3.61,570,577,TEM,Chemical Engineering Journal 2017 320 232-243
260,260,cadmium oxide,0.33,2.57,0.13,Se powder,0.23,2.85,0.15,0.9,oleic acid,16.11,57.03,0.04,None,0,0,trioctylphosphine,2.49,6.74,0.42,None,0,None,0,19.16,1.17,3.86,574,588,TEM,Chemical Engineering Journal 2017 320 232-243
260,260,cadmium oxide,0.33,2.57,0.13,Se powder,0.23,2.85,0.15,0.9,oleic acid,16.11,57.03,0.04,None,0,0,trioctylphosphine,2.49,6.74,0.42,None,0,None,0,19.16,7.5,4.74,605,624,TEM,Chemical Engineering Journal 2017 320 232-243
280,250,cadmium oxide,0.01,0.1,0.02,Se powder,0.01,0.1,0.02,1,oleic acid,0.27,0.95,0.11,None,0,0,trioctylphosphine,1.66,4.49,0.02,octadecene,3.95,None,0,5.9,20,3.7,578,580,TEM,J. Phys. Chem. C 2011 115 27 13236 - 13241
320,280,cadmium oxide,0.08,0.65,0.03,Se powder,0.05,0.65,0.03,1,stearic acid,0.9,3.18,0.2,hexadecylamine,9.73,40.3,trioctylphosphine,5.19,14.03,0.05,trioctylphosphine oxide,9.83,None,0,25.79,1,3.7,577,600,TEM,International Journal of Photoenergy.2012. Article ID 952610
320,280,cadmium oxide,0.08,0.65,0.03,Se powder,0.05,0.65,0.03,1,stearic acid,0.9,3.18,0.2,hexadecylamine,9.73,40.3,trioctylphosphine,5.19,14.03,0.05,trioctylphosphine oxide,9.83,None,0,25.79,0.66,2.9,543,577,TEM,International Journal of Photoenergy.2012. Article ID 952610
320,280,cadmium oxide,0.08,0.65,0.03,Se powder,0.05,0.65,0.03,1,stearic acid,0.9,3.18,0.2,hexadecylamine,9.73,40.3,trioctylphosphine,5.19,14.03,0.05,trioctylphosphine oxide,9.83,None,0,25.79,0.33,2.69,530,547,TEM,International Journal of Photoenergy.2012. Article ID 952610
320,280,cadmium oxide,0.08,0.65,0.03,Se powder,0.05,0.65,0.03,1,stearic acid,0.9,3.18,0.2,hexadecylamine,9.73,40.3,trioctylphosphine,5.19,14.03,0.05,trioctylphosphine oxide,9.83,None,0,25.79,166,2.39,506,505,TEM,International Journal of Photoenergy.2012. Article ID 952610
230,230,cadmium oxide,0.026,0.2,0.2,Se powder,0.158,2,0.19,1.01,oleic acid,0.1695,0.6,3.33,hexadecylamine,0.145,0.601,trioctylphosphine,1.66,4.49,0.44,octadecene,7.89,None,0,10.0485,0.0833,2.22,473,488,TEM,Chem. Mater. 2009 21 1743 - 1749
210,210,cadmium oxide,0.026,0.2,0.2,Se powder,0.158,2,0.19,1.01,oleic acid,0.1695,0.6,3.33,hexadecylamine,0.145,0.601,trioctylphosphine,1.66,4.49,0.44,octadecene,7.89,None,0,10.0485,0.0833,1.9,459,477,TEM,Chem. Mater. 2009 21 1743 - 1749
190,190,cadmium oxide,0.026,0.2,0.2,Se powder,0.158,2,0.19,1.01,oleic acid,0.1695,0.6,3.33,hexadecylamine,0.145,0.601,trioctylphosphine,1.66,4.49,0.44,octadecene,7.89,None,0,10.0485,0.0833,1.8,440,459,TEM,Chem. Mater. 2009 21 1743 - 1749
170,170,cadmium oxide,0.026,0.2,0.2,Se powder,0.158,2,0.19,1.01,oleic acid,0.1695,0.6,3.33,hexadecylamine,0.145,0.601,trioctylphosphine,1.66,4.49,0.44,octadecene,7.89,None,0,10.0485,0.0833,1.6,427,454,TEM,Chem. Mater. 2009 21 1743 - 1749
300,240,dimethylcadmium,1.9,13.35,0.3,Se powder,0.78,9.88,0.22,1.35,None,0,0,0,None,0,0,trioctylphosphine,20.78,56.1,0.18,trioctylphosphine oxide,20.78,None,0,44.23,5,1.2,412,None,TEM,J. Am. Chem. Soc. 1993 115 19 8706 - 8715
300,240,dimethylcadmium,1.9,13.35,0.3,Se powder,0.78,9.88,0.22,1.35,None,0,0,0,None,0,0,trioctylphosphine,20.78,56.1,0.18,trioctylphosphine oxide,20.78,None,0,44.23,5.5,1.6,461,None,TEM,J. Am. Chem. Soc. 1993 115 19 8706 - 8715
300,240,dimethylcadmium,1.9,13.35,0.3,Se powder,0.78,9.88,0.22,1.35,None,0,0,0,None,0,0,trioctylphosphine,20.78,56.1,0.18,trioctylphosphine oxide,20.78,None,0,44.23,6,1.9,482,None,TEM,J. Am. Chem. Soc. 1993 115 19 8706 - 8715
300,240,dimethylcadmium,1.9,13.35,0.3,Se powder,0.78,9.88,0.22,1.35,None,0,0,0,None,0,0,trioctylphosphine,20.78,56.1,0.18,trioctylphosphine oxide,20.78,None,0,44.23,6.5,2.3,519,None,TEM,J. Am. Chem. Soc. 1993 115 19 8706 - 8715
300,240,dimethylcadmium,1.9,13.35,0.3,Se powder,0.78,9.88,0.22,1.35,None,0,0,0,None,0,0,trioctylphosphine,20.78,56.1,0.18,trioctylphosphine oxide,20.78,None,0,44.23,7,3.2,553,None,TEM,J. Am. Chem. Soc. 1993 115 19 8706 - 8715
300,240,dimethylcadmium,1.9,13.35,0.3,Se powder,0.78,9.88,0.22,1.35,None,0,0,0,None,0,0,trioctylphosphine,20.78,56.1,0.18,trioctylphosphine oxide,20.78,None,0,44.23,7.5,3.7,571,None,TEM,J. Am. Chem. Soc. 1993 115 19 8706 - 8715
300,240,dimethylcadmium,1.9,13.35,0.3,Se powder,0.78,9.88,0.22,1.35,None,0,0,0,None,0,0,trioctylphosphine,20.78,56.1,0.18,trioctylphosphine oxide,20.78,None,0,44.23,8,5.3,608,None,TEM,J. Am. Chem. Soc. 1993 115 19 8706 - 8715
300,240,dimethylcadmium,1.9,13.35,0.3,Se powder,0.78,9.88,0.22,1.35,None,0,0,0,None,0,0,trioctylphosphine,20.78,56.1,0.18,trioctylphosphine oxide,20.78,None,0,44.23,8.5,5.1,641,None,TEM,J. Am. Chem. Soc. 1993 115 19 8706 - 8715
300,240,dimethylcadmium,1.9,13.35,0.3,Se powder,0.78,9.88,0.22,1.35,None,0,0,0,None,0,0,trioctylphosphine,20.78,56.1,0.18,trioctylphosphine oxide,20.78,None,0,44.23,9,6.5,658,None,TEM,J. Am. Chem. Soc. 1993 115 19 8706 - 8715
300,240,dimethylcadmium,1.9,13.35,0.3,Se powder,0.78,9.88,0.22,1.35,None,0,0,0,None,0,0,trioctylphosphine,20.78,56.1,0.18,trioctylphosphine oxide,20.78,None,0,44.23,9.5,8.3,681,None,TEM,J. Am. Chem. Soc. 1993 115 19 8706 - 8715
300,240,dimethylcadmium,1.9,13.35,0.3,Se powder,0.78,9.88,0.22,1.35,None,0,0,0,None,0,0,trioctylphosphine,20.78,56.1,0.18,trioctylphosphine oxide,20.78,None,0,44.23,10,11.5,685,None,TEM,J. Am. Chem. Soc. 1993 115 19 8706 - 8715
245,230,cadmium oxide,0.26,2,0.2,Se powder,0.16,1.98,0.19,1.01,stearic acid,0.17,0.6,3.31,hexadecylamine,0.08,0.33,trioctylphosphine,1.66,4.49,0.44,octadecene,7.89,None,0,10.21,0.08,2.13,480,None,TEM,Chem. Mater. 2009 21 8 1743 - 1749
245,230,cadmium oxide,0.26,2,0.2,Se powder,0.16,1.98,0.19,1.01,oleic acid,0.17,0.6,3.33,hexadecylamine,0.08,0.33,trioctylphosphine,1.66,4.49,0.44,octadecene,7.89,None,0,10.21,0.5,2.31,500,None,TEM,Chem. Mater. 2009 21 8 1743 - 1749
245,230,cadmium oxide,0.26,2,0.2,Se powder,0.16,1.98,0.19,1.01,oleic acid,0.17,0.6,3.33,hexadecylamine,0.08,0.33,trioctylphosphine,1.66,4.49,0.44,octadecene,7.89,None,0,10.21,2,2.59,525,None,TEM,Chem. Mater. 2009 21 8 1743 - 1749
245,230,cadmium oxide,0.26,2,0.2,Se powder,0.16,1.98,0.19,1.01,oleic acid,0.17,0.6,3.33,hexadecylamine,0.08,0.33,trioctylphosphine,1.66,4.49,0.44,octadecene,7.89,None,0,10.21,8,2.84,550,None,TEM,Chem. Mater. 2009 21 8 1743 - 1749
245,230,cadmium oxide,0.26,2,0.2,Se powder,0.16,1.98,0.19,1.01,oleic acid,0.17,0.6,3.33,hexadecylamine,0.08,0.33,trioctylphosphine,1.66,4.49,0.44,octadecene,7.89,None,0,10.21,32,2.91,552,None,TEM,Chem. Mater. 2009 21 8 1743 - 1749
300,300,dimethylcadmium,0.19,1.35,0.07,Se powder,0.08,0.99,0.05,1.37,None,0,0,0,hexadecylamine,5,20.70736354,trioctylphosphine,0.83,2.24,0.44,trioctylphosphine oxide,14.16,None,0,20.26,18,3.9,520,535,TEM,Nano Letters 2001 1 4 207 - 211
300,300,dimethylcadmium,0.19,1.35,0.07,Se powder,0.08,0.99,0.05,1.37,None,0,0,0,hexadecylamine,5,20.70736354,trioctylphosphine,0.83,2.24,0.44,trioctylphosphine oxide,14.16,None,0,20.26,50,4.07,548,558,TEM,Nano Letters 2001 1 4 207 - 211
300,300,dimethylcadmium,0.19,1.35,0.07,Se powder,0.08,0.99,0.05,1.37,None,0,0,0,hexadecylamine,5,20.70736354,trioctylphosphine,0.83,2.24,0.44,trioctylphosphine oxide,14.16,None,0,20.26,100,4.19,570,580,TEM,Nano Letters 2001 1 4 207 - 211
300,300,dimethylcadmium,0.19,1.35,0.07,Se powder,0.08,0.99,0.05,1.37,None,0,0,0,hexadecylamine,5,20.70736354,trioctylphosphine,0.83,2.24,0.44,trioctylphosphine oxide,14.16,None,0,20.26,150,4.3,580,590,TEM,Nano Letters 2001 1 4 207 - 211
300,300,dimethylcadmium,0.19,1.35,0.07,Se powder,0.08,0.99,0.05,1.37,None,0,0,0,hexadecylamine,5,20.70736354,trioctylphosphine,0.83,2.24,0.44,trioctylphosphine oxide,14.16,None,0,20.26,200,4.39,595,600,TEM,Nano Letters 2001 1 4 207 - 211
300,300,dimethylcadmium,0.19,1.35,0.07,Se powder,0.08,0.99,0.05,1.37,None,0,0,0,hexadecylamine,5,20.70736354,trioctylphosphine,0.83,2.24,0.44,trioctylphosphine oxide,14.16,None,0,20.26,228,4.9,630,640,TEM,Nano Letters 2001 1 4 207 - 211
300,300,dimethylcadmium,0.19,1.35,0.07,Se powder,0.08,0.99,0.05,1.37,None,0,0,0,hexadecylamine,5,20.70736354,trioctylphosphine,0.83,2.24,0.44,trioctylphosphine oxide,14.16,None,0,20.26,250,5.05,640,650,TEM,Nano Letters 2001 1 4 207 - 211
250,250,cadmium stearate,0.2,0.3,0.02,Se powder,0.02,0.3,0.02,1.01,None,0,0,0,oleylamine,5,18.69207792,tributylphosphine,4,10.8,0.03,trioctylphosphine oxide,5,None,0,14.23,0.167,1.92,460,470,TEM,Chemistry Letters 2005 34 7 1004 - 1005
250,250,cadmium stearate,0.2,0.3,0.02,Se powder,0.02,0.3,0.02,1.01,None,0,0,0,oleylamine,5,18.69207792,tributylphosphine,4,10.8,0.03,trioctylphosphine oxide,5,None,0,14.23,5,2.87,540,550,TEM,Chemistry Letters 2005 34 7 1004 - 1005
250,250,cadmium stearate,0.2,0.3,0.02,Se powder,0.02,0.3,0.02,1.01,None,0,0,0,oleylamine,5,18.69207792,tributylphosphine,4,10.8,0.03,trioctylphosphine oxide,5,None,0,14.23,15,3.02,550,565,TEM,Chemistry Letters 2005 34 7 1004 - 1005
250,250,cadmium stearate,0.2,0.3,0.02,Se powder,0.02,0.3,0.02,1.01,None,0,0,0,oleylamine,5,18.69207792,tributylphosphine,4,10.8,0.03,trioctylphosphine oxide,5,None,0,14.23,30,3.15,555,570,TEM,Chemistry Letters 2005 34 7 1004 - 1005
250,250,cadmium stearate,0.2,0.3,0.02,Se powder,0.02,0.3,0.02,1.01,None,0,0,0,oleylamine,5,18.69207792,tributylphosphine,4,10.8,0.03,trioctylphosphine oxide,5,None,0,14.23,60,3.38,565,575,TEM,Chemistry Letters 2005 34 7 1004 - 1005
250,250,cadmium stearate,0.2,0.3,0.02,Se powder,0.02,0.3,0.02,1.01,None,0,0,0,oleylamine,5,18.69207792,tributylphosphine,4,10.8,0.03,trioctylphosphine oxide,5,None,0,14.23,180,3.57,580,580,TEM,Chemistry Letters 2005 34 7 1004 - 1005
280,280,cadmium oxide,0.1,0.8,0.05,Se powder,0.03,0.4,0.02,2.02,myrstic acid,0.55,1.94,0.41,None,0,0,None,0,0,0,octadecene,15.78,None,0,16.46,0.03,1.3,410,435,TEM,Optical Materials. 2017 66 59 - 64
280,280,cadmium oxide,0.1,0.8,0.05,Se powder,0.03,0.4,0.02,2.02,myrstic acid,0.55,1.94,0.41,None,0,0,None,0,0,0,octadecene,15.78,None,0,16.46,0.08,1.7,435,455,TEM,Optical Materials. 2017 66 59 - 64
280,280,cadmium oxide,0.1,0.8,0.05,Se powder,0.03,0.4,0.02,2.02,myrstic acid,0.55,1.94,0.41,None,0,0,None,0,0,0,octadecene,15.78,None,0,16.46,0.17,2.1,470,480,TEM,Optical Materials. 2017 66 59 - 64
280,280,cadmium oxide,0.1,0.8,0.05,Se powder,0.03,0.4,0.02,2.02,myrstic acid,0.55,1.94,0.41,None,0,0,None,0,0,0,octadecene,15.78,None,0,16.46,0.33,2.5,490,515,TEM,Optical Materials. 2017 66 59 - 64
280,280,cadmium oxide,0.1,0.8,0.05,Se powder,0.03,0.4,0.02,2.02,myrstic acid,0.55,1.94,0.41,None,0,0,None,0,0,0,octadecene,15.78,None,0,16.46,0.5,2.8,508,525,TEM,Optical Materials. 2017 66 59 - 64
280,280,cadmium oxide,0.1,0.8,0.05,Se powder,0.03,0.4,0.02,2.02,myrstic acid,0.55,1.94,0.41,None,0,0,None,0,0,0,octadecene,15.78,None,0,16.46,0.67,2.9,512,528,TEM,Optical Materials. 2017 66 59 - 64
280,280,cadmium oxide,0.1,0.8,0.05,Se powder,0.03,0.4,0.02,2.02,myrstic acid,0.55,1.94,0.41,None,0,0,None,0,0,0,octadecene,15.78,None,0,16.46,0.83,3.1,520,530,TEM,Optical Materials. 2017 66 59 - 64
280,280,cadmium oxide,0.1,0.8,0.05,Se powder,0.03,0.4,0.02,2.02,myrstic acid,0.55,1.94,0.41,None,0,0,None,0,0,0,octadecene,15.78,None,0,16.46,1,3.3,523,535,TEM,Optical Materials. 2017 66 59 - 64
280,280,cadmium oxide,0.1,0.8,0.05,Se powder,0.03,0.4,0.02,2.02,myrstic acid,0.55,1.94,0.41,None,0,0,None,0,0,0,octadecene,15.78,None,0,16.46,3,3.8,535,550,TEM,Optical Materials. 2017 66 59 - 64
280,280,cadmium oxide,0.1,0.8,0.05,Se powder,0.03,0.4,0.02,2.02,myrstic acid,0.55,1.94,0.41,None,0,0,None,0,0,0,octadecene,15.78,None,0,16.46,5,4.2,560,570,TEM,Optical Materials. 2017 66 59 - 64
280,280,cadmium oxide,0.1,0.8,0.05,Se powder,0.03,0.4,0.02,2.02,myrstic acid,0.55,1.94,0.41,None,0,0,None,0,0,0,octadecene,15.78,None,0,16.46,10,4.6,575,580,TEM,Optical Materials. 2017 66 59 - 64
280,280,cadmium oxide,0.1,0.8,0.05,Se powder,0.03,0.4,0.02,2.02,myrstic acid,0.55,1.94,0.41,None,0,0,None,0,0,0,octadecene,15.78,None,0,16.46,40,4.7,587,595,TEM,Optical Materials. 2017 66 59 - 64
70,170,cadmium acetate,0.13,0.56,0.03,Se powder,0.01,0.18,0.01,3.04,oleic acid,0.9,3.17,0.18,None,0,0,tributylphosphine,0.16,0.44,0.41,phenyl ether,14.98,None,0,16.18,3,2.1208,475,507,absorbance spectra,Colloids and Surfaces A: Physicochem. Eng. Aspects 2006 272 111 - 116
70,170,cadmium acetate,0.13,0.56,0.03,Se powder,0.01,0.18,0.01,3.04,oleic acid,0.9,3.17,0.18,None,0,0,tributylphosphine,0.16,0.44,0.41,phenyl ether,14.98,None,0,16.18,7,2.25,490,542,absorbance spectra,Colloids and Surfaces A: Physicochem. Eng. Aspects 2006 272 111 - 116
70,170,cadmium acetate,0.13,0.56,0.03,Se powder,0.01,0.18,0.01,3.04,oleic acid,0.9,3.17,0.18,None,0,0,tributylphosphine,0.16,0.44,0.41,phenyl ether,14.98,None,0,16.18,16,2.299,495,525,absorbance spectra,Colloids and Surfaces A: Physicochem. Eng. Aspects 2006 272 111 - 116
70,170,cadmium acetate,0.13,0.56,0.03,Se powder,0.01,0.18,0.01,3.04,oleic acid,0.9,3.17,0.18,None,0,0,tributylphosphine,0.16,0.44,0.41,phenyl ether,14.98,None,0,16.18,24,2.4065,505,530,absorbance spectra,Colloids and Surfaces A: Physicochem. Eng. Aspects 2006 272 111 - 116
70,170,cadmium acetate,0.13,0.56,0.03,Se powder,0.01,0.18,0.01,3.04,oleic acid,0.9,3.17,0.18,None,0,0,tributylphosphine,0.16,0.44,0.41,phenyl ether,14.98,None,0,16.18,36,2.4527,510,535,absorbance spectra,Colloids and Surfaces A: Physicochem. Eng. Aspects 2006 272 111 - 116
70,170,cadmium acetate,0.13,0.56,0.03,Se powder,0.01,0.18,0.01,3.04,oleic acid,0.9,3.17,0.18,None,0,0,tributylphosphine,0.16,0.44,0.41,phenyl ether,14.98,None,0,16.18,50,2.4664,512,540,absorbance spectra,Colloids and Surfaces A: Physicochem. Eng. Aspects 2006 272 111 - 116
70,140,cadmium acetate,0.13,0.56,0.03,Se powder,0.01,0.18,0.01,3.04,oleic acid,0.9,3.17,0.18,None,0,0,tributylphosphine,0.16,0.44,0.41,phenyl ether,14.98,None,0,16.18,3,1.9138,445,490,absorbance spectra,Colloids and Surfaces A: Physicochem. Eng. Aspects 2006 272 111 - 116
70,140,cadmium acetate,0.13,0.56,0.03,Se powder,0.01,0.18,0.01,3.04,oleic acid,0.9,3.17,0.18,None,0,0,tributylphosphine,0.16,0.44,0.41,phenyl ether,14.98,None,0,16.18,7,2.0272,460,500,absorbance spectra,Colloids and Surfaces A: Physicochem. Eng. Aspects 2006 272 111 - 116
70,140,cadmium acetate,0.13,0.56,0.03,Se powder,0.01,0.18,0.01,3.04,oleic acid,0.9,3.17,0.18,None,0,0,tributylphosphine,0.16,0.44,0.41,phenyl ether,14.98,None,0,16.18,16,2.1516,477,505,absorbance spectra,Colloids and Surfaces A: Physicochem. Eng. Aspects 2006 272 111 - 116
70,140,cadmium acetate,0.13,0.56,0.03,Se powder,0.01,0.18,0.01,3.04,oleic acid,0.9,3.17,0.18,None,0,0,tributylphosphine,0.16,0.44,0.41,phenyl ether,14.98,None,0,16.18,24,2.2015,480,513,absorbance spectra,Colloids and Surfaces A: Physicochem. Eng. Aspects 2006 272 111 - 116
70,140,cadmium acetate,0.13,0.56,0.03,Se powder,0.01,0.18,0.01,3.04,oleic acid,0.9,3.17,0.18,None,0,0,tributylphosphine,0.16,0.44,0.41,phenyl ether,14.98,None,0,16.18,36,2.2939,495,521,absorbance spectra,Colloids and Surfaces A: Physicochem. Eng. Aspects 2006 272 111 - 116
70,140,cadmium acetate,0.13,0.56,0.03,Se powder,0.01,0.18,0.01,3.04,oleic acid,0.9,3.17,0.18,None,0,0,tributylphosphine,0.16,0.44,0.41,phenyl ether,14.98,None,0,16.18,50,2.3523,503,525,absorbance spectra,Colloids and Surfaces A: Physicochem. Eng. Aspects 2006 272 111 - 116
70,110,cadmium acetate,0.13,0.56,0.03,Se powder,0.01,0.18,0.01,3.04,oleic acid,0.9,3.17,0.18,None,0,0,tributylphosphine,0.16,0.44,0.41,phenyl ether,14.98,None,0,16.18,7,1.7075,None,485,absorbance spectra,Colloids and Surfaces A: Physicochem. Eng. Aspects 2006 272 111 - 116
70,110,cadmium acetate,0.13,0.56,0.03,Se powder,0.01,0.18,0.01,3.04,oleic acid,0.9,3.17,0.18,None,0,0,tributylphosphine,0.16,0.44,0.41,phenyl ether,14.98,None,0,16.18,16,1.9458,455,490,absorbance spectra,Colloids and Surfaces A: Physicochem. Eng. Aspects 2006 272 111 - 116
